,titles
2124,"S16. (RB, P. 32) Turn to Page 32 in the Yellow Booklet. Which of the conditions on this list or any other conditions resulted from that accident or injury? Just give me the number. (PROBE: Any others?) (CHECK ALL MENTIONS.) (#3) "
2125,"S16. (RB, P. 32) Turn to Page 32 in the Yellow Booklet. Which of the conditions on this list or any other conditions resulted from that accident or injury? Just give me the number. (PROBE: Any others?) (CHECK ALL MENTIONS.) (#3) "
2126,"S16. (RB, P. 32) Turn to Page 32 in the Yellow Booklet. Which of the conditions on this list or any other conditions resulted from that accident or injury? Just give me the number. (PROBE: Any others?) (CHECK ALL MENTIONS.) (#3) "
2127,"S16. (RB, P. 32) Turn to Page 32 in the Yellow Booklet. Which of the conditions on this list or any other conditions resulted from that accident or injury? Just give me the number. (PROBE: Any others?) (CHECK ALL MENTIONS.) (#3) "
2128,"S17. (RB, P. 33) Looking at Page 33 in the Yellow Booklet, where did that happen? (CHECK ONLY ONE BOX.) (#3) "
2129,S19. Are you covered by a health insurance plan other than Medicaid? 
2130,"S19a. Are you covered by Medicaid, welfare, or any other public assistance that pays for part of your medical care? "
2131,"S20. Does this (plan/program) cover all, part, or none of the costs of a hospital stay for a general medical illness? "
2132,"S21. Does this (plan/program) cover all, part, or none of the costs of staying in a hospital for a mental health, drug, or alcohol problem? "
2133,"S22. Does this (plan/program) cover all, part, or none of the costs for care in a doctor's office for a general medical illness? "
2134,"S23. Does this (plan/program) cover all, part, or none of the costs for mental health, drug or alcohol care outside of a hospital? "
2135,"S24. People differ a lot in their feelings about professional help for emotional problems. If you had a serious emotional problem, would you definitely go for professional help, probably go, probably not go, or definitely not go for professional help? "
2136,"S25. How comfortable would you feel talking about personal problems with a professional--very comfortable, somewhat, not very, or not at all comfortable? "
2137,"S26. How embarrassed would you be if your friends knew you were getting professional help for an emotional problem--very embarrassed, somewhat, not very, or not at all embarrassed? "
2138,"S27. Of the people who see a professional for serious emotional problems, what percent do you think are helped? Code % (001-100) "
2139,"S28. Of those who do not get professional help, what percent do you think get better even without it? Code % (001-100) "
2140,"S29. You may have already told me some of this information in earlier questions, but now we need to put it all together. Have you ever in your lifetime been admitted for an overnight stay in a hospital or other facility to receive help for problems with your emotions, nerves, mental health, or your use of alcohol or drugs? "
2141,S30. How many different times in your lifetime has this occurred? 
2142,"S30a. Was this in the past month, past six months, past year, or more than a year ago? "
2143,S30b. How old were you at the time of this admission? Code YEARS OLD (01-55) 
2144,S30c. How many days did you stay in the hospital during this admission?--# Code # (01-95) 
2145,S30c. TIME PERIOD 
2146,"S30d. At that time, were you having problems with your emotions, nerves, or mental health? "
2147,"S30e. (At that time,) were you having problems with your use of alcohol? "
2148,"S30f. (At that time,) were you having problems with your use of drugs? "
2149,S31. How old were you at the time of your first admission? Code YEARS OLD (01-55) 
2150,"S32. At that time, were you having problems with your emotions, nerves, or mental health? "
2151,"S33. (At that time,) were you having problems with your use of alcohol? "
2152,"S34. (At that time,) were you having problems with your use of drugs? "
2153,"S35. In the past 12 months, have you been admitted for an overnight stay for problems with your emotions, nerves, mental health, or your use of alcohol or drugs? "
2154,S35a. How old were you at the time of your most recent admission for any of these problems? Code YEARS OLD (01-55) 
2155,"S35b. At that time, were you having problems with your emotions, nerves, or mental health? "
2156,"S35c. (At that time,) were you having problems with your use of alcohol? "
2157,"S35d. (At that time,) were you having problems with your use of drugs? "
2158,S36. How many different times were you admitted for any of these problems in the past 12 months? Code # TIMES (01-25) 
2159,S37. How many days (altogether) did you stay in the hospital during (this/these) admission(s)?--# Code # (01-95) 
2160,S37. TIME PERIOD 
2161,"S38. When was (this/your last) admission--in the past month, past six months, or more than six months ago? "
2162,"S39. At that time, were you having problems with your emotions, nerves, or mental health? "
2163,"S40. (At that time,) were you having problems with your use of alcohol? "
2164,"S41. (At that time,) were you having problems with your use of drugs? "
2165,S42. The next few questions are about services you may have used. Did you ever go to a self-help group for problems with your emotions or nerves or your use of alcohol or drugs? 
2166,S42a. How old were you the first time (you went to a self-help group for any of these problems)? Code YEARS OLD (01-55) 
2167,"S42b. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2168,"S42c. In the past 12 months, how many times did you go to a self-help group meeting? Code # OF TIMES (01-95) "
2169,S43. Did you ever use a hotline for problems with your emotions or nerves or your use of alcohol or drugs? 
2170,S43a. How old were you the first time (you used a hotline for any of thest problems)? Code YEARS OLD (01-55) 
2171,"S43b. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2172,"S43c. In the past 12 months, how many times did you use a hotline? Code # OF TIMES (01-95) "
2173,"S44. (RB, P. 34) Now, turn to Page 34 in the Yellow Booklet. The next few questions ask about the people you may have gone to for help with various problems. (Not counting the times you were an overnight patient in the hospital,) did you ever in your lifetime go to see any of the professionals on this list for problems with your emotions or nerves or your use of alcohol or drugs? "
2174,"S44a. Which ones? Just give me the letter. (Any others?) (CHECK ALL MENTIONS.) A. MINISTER, PRIEST, RABBI "
2175,S44b. How old were you the first time you saw a (PERSON) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2176,"S44c. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2177,"S44d. IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you see a (PERSON) about problems with your emotions or nerves or your use of alcohol or drugs? "
2178,"S44a. Which ones? Just give me the letter. (Any others?) (CHECK ALL MENTIONS.) B. GEN. PRACTITIONER, FAMILY PHYSICIAN "
2179,S44b. How old were you the first time you saw a (PERSON) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2180,"S44c. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2181,"S44d. IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you see a (PERSON) about problems with your emotions or nerves or your use of alcohol or drugs? "
2182,S44a. Which ones? Just give me the letter. (Any others?) (CHECK ALL MENTIONS.) C. PSYCHIATRIST 
2183,S44b. How old were you the first time you saw a (PERSON) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2184,"S44c. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2185,"S44d. IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you see a (PERSON) about problems with your emotions or nerves or your use of alcohol or drugs? "
2186,"S44a. Which ones? Just give me the letter. (Any others?) (CHECK ALL MENTIONS.) D. CARDIOLOGIST, GYNECOLOGIST, OR OTHER PHYSICIAN "
2187,S44b. How old were you the first time you saw a (PERSON) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2188,"S44c. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2189,"S44d. IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you see a (PERSON) about problems with your emotions or nerves or your use of alcohol or drugs? "
2190,S44a. Which ones? Just give me the letter. (Any others?) (CHECK ALL MENTIONS.) E. PSYCHOLOGIST 
2191,S44b. How old were you the first time you saw a (PERSON) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2192,"S44c. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2193,"S44d. IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you see a (PERSON) about problems with your emotions or nerves or your use of alcohol or drugs? "
2194,S44a. Which ones? Just give me the letter. (Any others?) (CHECK ALL MENTIONS.) F. SOCIAL WORKER 
2195,S44b. How old were you the first time you saw a (PERSON) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2196,"S44c. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2197,"S44d. IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you see a (PERSON) about problems with your emotions or nerves or your use of alcohol or drugs? "
2198,S44a. Which ones? Just give me the letter. (Any others?) (CHECK ALL MENTIONS.) G. COUNSELOR 
2199,S44b. How old were you the first time you saw a (PERSON) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2200,"S44c. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2201,"S44d. IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you see a (PERSON) about problems with your emotions or nerves or your use of alcohol or drugs? "
2202,"S44a. Which ones? Just give me the letter. (Any others?) (CHECK ALL MENTIONS.) H. NURSE, OCC. THERAPIST, OR OTHER HEALTH PROF. "
2203,S44b. How old were you the first time you saw a (PERSON) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2204,"S44c. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2205,"S44d. IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you see a (PERSON) about problems with your emotions or nerves or your use of alcohol or drugs? "
2206,"S44a. Which ones? Just give me the letter. (Any others?) (CHECK ALL MENTIONS.) I. SPIRITUALIST, HERBALIST, NATURAL THERAPIST, OR FAITH HEALER "
2207,S44b. How old were you the first time you saw a (PERSON) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2208,"S44c. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2209,"S44d. IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you see a (PERSON) about problems with your emotions or nerves or your use of alcohol or drugs? "
2210,S44a. Which ones? Just give me the letter. (Any others?) (CHECK ALL MENTIONS.) J. OTHER PROFESSIONAL (SPECIFY) 
2211,S44b. How old were you the first time you saw a (PERSON) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2212,"S44c. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2213,"S44d. IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you see a (PERSON) about problems with your emotions or nerves or your use of alcohol or drugs? "
2214,"S45. J. NONE (upper left of grid) S45. (RB, P. 35) The last questions asked about types of people you saw. The next question asks about the places you went to for this help. Turning to Page 35, which of these places have you ever gone to for professional help with your emotions or nerves or your use of alcohol or drugs? (AO?) (CHECK ALL MENTIONS.) "
2215,"S45. (RB, P. 35) The last questions asked about types of people you saw. The next question asks about the places you went to for this help. Turning to Page 35, which of these places have you ever gone to for professional help with your emotions or nerves or your use of alcohol or drugs? (AO?) (CHECK ALL MENTIONS.) A. HOSPITAL EMERGENCY DEPARTMENT "
2216,S45a. How old were you the first time you (went to/used) (PLACE) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2217,"S45b. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2218,"IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you go to (PLACE) about problems with your emotions or nerves or your use of alcohol or drugs? "
2219,"S45. (RB, P. 35) The last questions asked about types of people you saw. The next question asks about the places you went to for this help. Turning to Page 35, which of these places have you ever gone to for professional help with your emotions or nerves or your use of alcohol or drugs? (AO?) (CHECK ALL MENTIONS.) B. PSYCHIATRIC OUTPATIENT CLINIC "
2220,S45a. How old were you the first time you (went to/used) (PLACE) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2221,"S45b. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2222,"IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you go to (PLACE) about problems with your emotions or nerves or your use of alcohol or drugs? "
2223,"S45. (RB, P. 35) The last questions asked about types of people you saw. The next question asks about the places you went to for this help. Turning to Page 35, which of these places have you ever gone to for professional help with your emotions or nerves or your use of alcohol or drugs? (AO?) (CHECK ALL MENTIONS.) C. DRUG OR ALCOHOL OUTPATIENT CLINIC "
2224,S45a. How old were you the first time you (went to/used) (PLACE) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2225,"S45b. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2226,"IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you go to (PLACE) about problems with your emotions or nerves or your use of alcohol or drugs? "
2227,"S45. (RB, P. 35) The last questions asked about types of people you saw. The next question asks about the places you went to for this help. Turning to Page 35, which of these places have you ever gone to for professional help with your emotions or nerves or your use of alcohol or drugs? (AO?) (CHECK ALL MENTIONS.) D. DOCTOR'S PRIVATE OFFICE "
2228,S45a. How old were you the first time you (went to/used) (PLACE) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2229,"S45b. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2230,"IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you go to (PLACE) about problems with your emotions or nerves or your use of alcohol or drugs? "
2231,"S45. (RB, P. 35) The last questions asked about types of people you saw. The next question asks about the places you went to for this help. Turning to Page 35, which of these places have you ever gone to for professional help with your emotions or nerves or your use of alcohol or drugs? (AO?) (CHECK ALL MENTIONS.) E. SOCIAL SERVICE AGENCY OR DEPARTMENT "
2232,S45a. How old were you the first time you (went to/used) (PLACE) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2233,"S45b. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2234,"IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you go to (PLACE) about problems with your emotions or nerves or your use of alcohol or drugs? "
2235,"S45. (RB, P. 35) The last questions asked about types of people you saw. The next question asks about the places you went to for this help. Turning to Page 35, which of these places have you ever gone to for professional help with your emotions or nerves or your use of alcohol or drugs? (AO?) (CHECK ALL MENTIONS.) F. PROGRAM IN JAIL OR PRISON "
2236,S45a. How old were you the first time you (went to/used) (PLACE) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2237,"S45b. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2238,"IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you go to (PLACE) about problems with your emotions or nerves or your use of alcohol or drugs? "
2239,"S45. (RB, P. 35) The last questions asked about types of people you saw. The next question asks about the places you went to for this help. Turning to Page 35, which of these places have you ever gone to for professional help with your emotions or nerves or your use of alcohol or drugs? (AO?) (CHECK ALL MENTIONS.) G. DROP-IN CTR/PROG FOR PEOPLE W/EMOT PROBS W/ ALC/DRUGS "
2240,S45a. How old were you the first time you (went to/used) (PLACE) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2241,"S45b. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2242,"IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you go to (PLACE) about problems with your emotions or nerves or your use of alcohol or drugs? "
2243,"S45. (RB, P. 35) The last questions asked about types of people you saw. The next question asks about the places you went to for this help. Turning to Page 35, which of these places have you ever gone to for professional help with your emotions or nerves or your use of alcohol or drugs? (AO?) (CHECK ALL MENTIONS.) H. OTHER (SPECIFY) "
2244,S45a. How old were you the first time you (went to/used) (PLACE) for problems with your emotions or nerves or your use of alcohol or drugs? Code YEARS OLD (01-95) 
2245,"S45b. When was the last time--in the past month, past six months, past year, or more than a year ago? "
2246,"IF IN PAST 1, 6, OR 12 MONTHS: In the past 12 months, how many times did you go to (PLACE) about problems with your emotions or nerves or your use of alcohol or drugs? "
2247,S46. INTERVIEWER CHECKPOINT 
2248,"S47. You saw a professional about your emotions or nerves or use of alcohol or drugs in the past year. Was this something you wanted to do, or did you go only because someone else was putting pressure on you? "
2249,S48. Are you currently seeing any professional about your problems? 
2250,"S49. (RB, P. 36) On Page 36 of your Yellow Booklet are some reasons for stopping use of professional help. Please circle the ""Yes"" answer category for those that apply to you and the ""No"" answer category for those that do not apply. Tell me when you have finished. "
2251,S49a. I got well enough that I did not need treatment any more. 
2252,S49b. My health insurance would not cover any more treatment. 
2253,S49c. The treatment was not helping. 
2254,S49d. I thought the problem would get better by itself. 
2255,S49e. It was too expensive. 
2256,S49f. I was concerned about what others might think. 
2257,S49g. It took too much time or was inconvenient. 
2258,S49h. I wanted to solve the problem on my own. 
2259,S49i. There was a language problem. 
2260,S49j. I was scared about being put into a hospital against my will. 
2261,"S50. (RB, P. 37) Please turn to Page 37 in the Yellow Booklet. In the past 12 months, did you take any of the following types of prescription medications under the supervision of a doctor, for your emotions or nerves or your use of alcohol or drugs? "
2262,"S50a. Which ones? (AO?) (CHECK ALL MENTIONS.) A. SLEEPING PILLS OR OTHER SEDATIVES (HALCION, DALMANE) "
2263,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (A) "
2264,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (A) "
2265,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (A) "
2266,"S50a. Which ones? (AO?) (CHECK ALL MENTIONS.) B. ANTI-DEPRESSANT MEDICATIONS (PROZAC, ELAVIL) "
2267,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (B) "
2268,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (B) "
2269,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (B) "
2270,"S50a. Which ones? (AO?) (CHECK ALL MENTIONS.) C. OTHER TRANQUILIZERS (LIBRIUM, VALIUM) "
2271,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (C) "
2272,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (C) "
2273,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (C) "
2274,"S50a. Which ones? (AO?) (CHECK ALL MENTIONS.) D. AMPHETAMINES OR OTHER STIMULANTS (RITALIN,DEXTROAMPHETAMINE) "
2275,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (D) "
2276,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (D) "
2277,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (D) "
2278,"S50a. Which ones? (AO?) (CHECK ALL MENTIONS.) E. ANALGESICS OR PAINKILLERS (TYLENOL WITH CODEINE, DARVON) "
2279,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (E) "
2280,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (E) "
2281,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (E) "
2282,"S50a. Which ones? (AO?) (CHECK ALL MENTIONS.) F. ANTI-PSYCHOTIC MEDICATIONS (HALDOL, MELLARIL,PROLIXIN) "
2283,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (F) "
2284,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (F) "
2285,"S50b. Where did you get the (MENTION FROM S50a)--from a general practitioner or family doctor, from a psychiatrist, or from some other medical doctor? (F) "
2286,S51. Was there ever a time during the past 12 months when you felt that you might need to see a professional because of problems with your emotions or nerves or your use of alcohol or drugs? 
2287,"S52. (RB, P. 38) On Page 38 of your Yellow Booklet are some reasons people have for not seeking help even when they think they might need it. Please read each statement and circle the ""Yes"" answer category for those that apply to why you did not see a professional and the ""No"" answer category for those that do not apply to you. Please tell me when you have finished. "
2288,S52a. My health insurance would not cover this type of treatment. 
2289,"S52b. The problem went away by itself, and I did not really need help. "
2290,S52c. I thought the problem would get better by itself. 
2291,S52d. It was too expensive. 
2292,S52e. I was unsure about where to go for help. 
2293,S52f. Help probably would not do any good. 
2294,S52g. I was concerned about what others might think. 
2295,S52h. It would take too much time or be inconvenient. 
2296,S52i. I wanted to solve the problem on my own. 
2297,S52j. There was a language problem. 
2298,S52k. I could not get an appointment. 
2299,S52l. I was scared about being put into a hospital against my will. 
2300,S52m. I was not satisfied with available services. 
2301,S52n. I went in the past but it did not help. 
2302,"S53. The next questions ask about all the things you normally do on a day-to-day basis, including your work and leisure activities. Beginning yesterday and going back 30 days, how many days out of the past 30 were you totally unable to work or carry out your normal activities? "
2303,"S53a. Was this due to your emotions, nerves, mental health, or your use of alcohol or drugs? "
2304,"S53b. How many of these (NUMBER) days were due to your emotions, nerves, mental health, or your use of alcohol or drugs? Code # OF DAYS (00-30) "
2305,"S54. How many days out of the past 30 were you able to work and carry out your normal activities, but had to cut down on what you did or did not get as much done as usual? "
2306,"S54a. Was this due to your emotions, nerves, mental health, or your use of alcohol or drugs? "
2307,"S54b. How many of these (NUMBER) days were due to your emotions, nerves, mental health, or your use of alcohol or drugs? Code # OF DAYS (00-30) "
2308,S55. How many days out of the past 30 did it take an extreme effort to perform up to your usual level at work or at your other normal daily activities? 
2309,"S55a. Was this due to your emotions, nerves, mental health, or your use of alcohol or drugs? "
2310,"S55b. How many of these (NUMBER) days were due to your emotions, nerves, mental health, or your use of alcohol or drugs? Code # OF DAYS (00-30) "
2311,"S56. During the past 30 days how often did you... S56a. ...feel ""trapped"" or ""caught""--often, sometimes, rarely, or never? "
2312,"S56. During the past 30 days how often did you... S56b. ...feel suddenly scared for no reason--often, sometimes, rarely, or never? "
2313,S56. During the past 30 days how often did you... S56c. ...blame yourself for things? 
2314,S56. During the past 30 days how often did you... S56d. ...feel lonely? 
2315,S56. During the past 30 days how often did you... S56e. ...feel blue? 
2316,S56. During the past 30 days how often did you... S56f. ...worry too much about things? 
2317,S56. During the past 30 days how often did you... S56g. ...feel no interest in things? 
2318,S56. During the past 30 days how often did you... S56h. ...feel frightened? 
2319,S56. During the past 30 days how often did you... S56j. ...feel hopeless about the future? 
2320,S56. During the past 30 days how often did you... S56k. ...have trouble concentrating? 
2321,S56. During the past 30 days how often did you... S56m. ...feel tense or keyed up? 
2322,S56. During the past 30 days how often did you... S56n. ...feel everything was an effort? 
2323,S56. During the past 30 days how often did you... S56p. ...feel worthless? 
2324,S56. During the past 30 days how often did you... S56q. ...feel exhausted for no good reason? 
2325,"S57. In the past 30 days did you have more, or less, of these feelings than usual? S57a. Is that a lot more, somewhat, or only a little more than usual? S57b. Is that a lot less, somewhat, or only a little less than usual? "
2326,S58. INTERVIEWER CHECKPOINT 
2327,"S59. During the past 30 days, how many times have you been in a car or other vehicle driven by someone who had been drinking alcohol--zero times, one time, two or three times, four or five times, or more than five times? "
2328,"S60. During the past 30 days, how many times did you drive a car or other vehicle when you had been drinking alcohol--(zero times, one time, two or three times, four or five times, or more than five times)? "
2329,"S61. During the past 30 days, how many times did you carry a weapon such as a gun, knife, or club? "
2330,"S62. During the past 12 months, how many times have you been in a physical fight in which you or someone else was injured and had to be treated by a doctor or a nurse? "
2331,"S63. When you ride in a car or truck, either as the driver or as a passenger, how often do you wear a seat belt--always, most of the time, sometimes, rarely or never? "
2332,"S64. The next few questions are about AIDS. Imagine that a young person asked your advice about how to avoid contact with the AIDS virus. How confident are you that you could give him or her accurate information--very confident, somewhat, not very, or not at all confident? "
2333,S65. Have you ever personally known someone diagnosed with AIDS? 
2334,"S65a. Do you have a close friend, lover or relative with AIDS or who has recently died of AIDS? "
2335,"S66. (RB, PGS. 40-41) As you may know, AIDS can be transmitted through sexual activity. The next questions are about your sexual activity. Please complete the questions on Page 40 and Page 41 of your Yellow Booklet and tell me when you are done. "
2336,"S67. In the past five years, how many men have you had sexual intercourse with? (Circle one category) "
2337,"S68. In the past five years, how many women have you had sexual intercourse with? (Circle one category) "
2338,S69. How many people (either men or women) have you had sexual intercourse with in the past 12 months? (Circle one category) 
2339,"S70. During the past 12 months, how often did you or your partner(s) wear a condom (""rubber"") while having sex. "
2340,"T1. Next, a few questions about your finances. In general, would you say (you have/your family living here has) more money than you need, just enough for your needs, or not enough to meet your needs? "
2341,"T2. How difficult is it for (you/your family living here) to pay (your/its) monthly bills--very difficult, somewhat, not very, or not at all difficult? "
2342,T2a. Did this difficulty start in the past 12 months? 
2343,"T3. In the past 12 months, did (you/your family living here) have any major ongoing expenses that most people do not have? "
2344,T3a. Did (this major expense/any of these major expenses) start during the past 12 months? 
2345,T3b. In what month and year did it start?--MONTH Code MONTH (01-12) 
2346,T3b. In what month and year did it start?--YEAR Code last 2 digits of YEAR (85-92) 
2347,"T4. In the past 12 months, did (you/anyone in your family living here) have a job loss or other situation that caused a major reduction in your total (family) income? "
2348,T4a. In what month and year did the reduction in income start? --MONTH Code MONTH (01-12) 
2349,T4a. In what month and year did the reduction in income start? --YEAR Code last 2 digits of YEAR (85-92) 
2350,T4b. (Are you/Is your family) still on reduced income? 
2351,T4c. In what month and year did it go back up?--MONTH Code MONTH (01-12) 
2352,T4c. In what month and year did it go back up?--YEAR Code last 2 digits of YEAR (85-92) 
2353,"T5. (RB, P. 42) Turn to Page 42 in the Yellow Booklet. Please look at this page and tell me which letter represents your (family's) total income before taxes last year, including salaries, wages, social security, welfare, and any other income. Just give me the letter. "
2354,T6. INTERVIEWER CHECKPOINT 
2355,"T7. (RB, STILL ON P. 42) How much of this total family income was earned or brought in by you personally? Again, just tell me the letter. "
2356,T8. INTERVIEWER CHECKPOINT: 
2357,"T9. How much was earned or brought in by your (husband/wife/ partner)? (Just tell me the letter). Use same code as T5, except: "
2358,"T10. (RB, P. 43) Turn to Page 43 in the Yellow Booklet. Suppose you needed money, and you [and your (husband/wife/ partner)] cashed in all your checking and savings accounts, stocks and bonds, real estate, sold your home and paid off your mortgage. If you added up what you got, about how much would this amount to? Just give me the letter from the list. "
2359,"U1. (RB, P. 44) Did Event #1 ever happen to you [YOU HAD DIRECT COMBAT EXPERIENCE IN A WAR]? (Vars 6102-6318 will be coded 0) "
2360,"U2. (RB, STILL ON P. 44) Did Event #2 ever happen to you [YOU WERE INVOLVED IN A LIFE THREATENING ACCIDENT]? "
2361,U2a. How old were you the first time this happened? Code YEARS OLD (01-55) 
2362,"U3. (RB. STILL ON P. 44) (How about) Event #3, [YOU WERE INVOLVED IN A FIRE, FLOOD, OR NATURAL DISASTER]? (Did this ever happen to you?) "
2363,U3a. How old were you the first time (it happened)? Code YEARS OLD (01-55) 
2364,U3b. Did Event 3 happen in the past 12 months? 
2365,U3c. In what month and year did it happen most recently?--MONTH Code MONTH (01-12) 
2366,U3c. In what month and year did it happen most recently?--YEAR Code last 2 digits of YEAR (85-92) 
2367,"U4. (RB, STILL ON P. 44) (Did) Event #4 (ever happen to you)? [YOU WITNESSED SOMEONE BEING BADLY INJURED OR KILLED] "
2368,U4a. How old were you the first time (it happened)? Code YEARS OLD (01-55) 
2369,U4b. Did Event 4 happen in the past 12 months? 
2370,U4c. In what month and year did it happen most recently?--MONTH Code MONTH (01-12) 
2371,U4c. In what month and year did it happen most recently?--YEAR Code last 2 digits of YEAR (85-92) 
2372,"U5. (RB, STILL ON P. 44) (Did) Event #5 (ever happen to you)? [YOU WERE RAPED] "
2373,U5a. How old were you the first time (it happened)? Code YEARS OLD (01-55) 
2374,U5b. Did Event 5 happen in the past 12 months? 
2375,U5c. In what month and year did it happen most recently?--MONTH Code MONTH (01-12) 
2376,U5c. In what month and year did it happen most recently?--YEAR Code last 2 digits of YEAR (85-92) 
2377,"U5d. When you were (AGE IN U5a) and Event 5 happened, was it an isolated event that happened only on one day or something that continued over several days, weeks, months, or years? "
2378,U5e. How long did it continue? Code # (01-95) 
2379,U5e. TIME PERIOD 
2380,"U5f. Look at the question at the bottom of Page 44. Thinking about when you were (AGE IN U5a) and Event 5 happened, read the question and tell me the letter of the answer. (CHECK ALL MENTIONS.) Who did this to you? A. RELATIVE "
